timestamp,model,prompt_version,category,test_case,input_text,expected_output,actual_output,success,latency_ms,error
2026-01-29T17:35:03.861798,gemini-2.5-pro,v1_detailed,conforming,Simple day,Monday,Monday,Monday,True,10724.526643753052,
2026-01-29T17:35:11.878898,gemini-2.5-pro,v1_detailed,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,7469.136714935303,
2026-01-29T17:35:20.706375,gemini-2.5-pro,v1_detailed,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,8278.997898101807,
2026-01-29T17:35:30.420712,gemini-2.5-pro,v1_detailed,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30am-1:00 pm,False,9166.193723678589,
2026-01-29T17:35:36.501707,gemini-2.5-pro,v1_detailed,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,5532.578945159912,
2026-01-29T17:35:44.379150,gemini-2.5-pro,v1_detailed,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,7329.86855506897,
2026-01-29T17:35:53.020497,gemini-2.5-pro,v1_detailed,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,8095.22557258606,
2026-01-29T17:35:58.815782,gemini-2.5-pro,v1_detailed,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,5247.202157974243,
2026-01-29T17:36:05.598149,gemini-2.5-pro,v1_detailed,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,6233.308553695679,
2026-01-29T17:36:11.317946,gemini-2.5-pro,v1_detailed,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,5173.4747886657715,
2026-01-29T17:37:26.111095,gemini-2.5-pro,v1_detailed,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 26 - Mar 20 26,False,74244.61317062378,
2026-01-29T17:38:08.008150,gemini-2.5-pro,v1_detailed,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 26 after 2:00 pm,False,41348.472595214844,
2026-01-29T17:38:15.484656,gemini-2.5-pro,v1_detailed,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday after 5:00 pm, Friday after 5:00 pm",False,6930.023431777954,
2026-01-29T17:38:23.482440,gemini-2.5-pro,v1_detailed,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,7449.193000793457,
2026-01-29T17:38:40.649241,gemini-2.5-pro,v1_detailed,edge,Empty input,,NO IDEA,Thursday after 1400,False,16617.95210838318,
2026-01-29T17:38:56.808811,gemini-2.5-pro,v1_detailed,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,15610.963344573975,
2026-01-29T17:39:04.768723,gemini-2.5-pro,v1_detailed,edge,Uncertain language,maybe tuesday?,Tuesday,Tuesday,True,7411.366939544678,
2026-01-29T17:39:19.009867,gemini-2.5-pro,v1_detailed,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 am",True,13692.396402359009,
2026-01-29T17:39:25.539777,gemini-2.5-pro,v2_simple,conforming,Simple day,Monday,Monday,Monday,True,5982.958078384399,
2026-01-29T17:39:33.433725,gemini-2.5-pro,v2_simple,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,7347.663402557373,
2026-01-29T17:39:42.587815,gemini-2.5-pro,v2_simple,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,8605.626821517944,
2026-01-29T17:40:06.320544,gemini-2.5-pro,v2_simple,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30am-1:00pm,False,23183.987379074097,
2026-01-29T17:40:13.978863,gemini-2.5-pro,v2_simple,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,7109.060764312744,
2026-01-29T17:40:24.192527,gemini-2.5-pro,v2_simple,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,9667.326211929321,
2026-01-29T17:40:36.969309,gemini-2.5-pro,v2_simple,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,12230.964422225952,
2026-01-29T17:40:43.073502,gemini-2.5-pro,v2_simple,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,5558.405876159668,
2026-01-29T17:40:50.802763,gemini-2.5-pro,v2_simple,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,7182.003974914551,
2026-01-29T17:40:58.631134,gemini-2.5-pro,v2_simple,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,7280.428886413574,
2026-01-29T17:41:08.521197,gemini-2.5-pro,v2_simple,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,9342.12064743042,
2026-01-29T17:41:16.844601,gemini-2.5-pro,v2_simple,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,7775.656700134277,
2026-01-29T17:42:15.729554,gemini-2.5-pro,v2_simple,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday, Friday",True,58337.021827697754,
2026-01-29T17:42:22.806159,gemini-2.5-pro,v2_simple,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,6530.106782913208,
2026-01-29T17:42:28.291458,gemini-2.5-pro,v2_simple,edge,Empty input,,NO IDEA,Mondays from 6 to 9 pm,False,4936.481475830078,
2026-01-29T17:42:33.956034,gemini-2.5-pro,v2_simple,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,5115.654706954956,
2026-01-29T17:42:39.746697,gemini-2.5-pro,v2_simple,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,5242.438793182373,
2026-01-29T17:42:54.024529,gemini-2.5-pro,v2_simple,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 pm",False,13729.209184646606,
